"study ID","Disease Name","Tissue/Cell Type","Data Source","Data Type","Organism","# DEGs"
"DSA03355","Bronchopulmonary Dysplasia","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA03356","Bronchopulmonary Dysplasia","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA03357","Bronchopulmonary Dysplasia","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA03358","Bronchopulmonary Dysplasia","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA03359","Idiopathic Interstitial Pneumonia","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA03365","H1N1 Influenza","Lung","GEO","Microarray","Mus musculus","9"
"DSA03409","Idiopathic Pulmonary Fibrosis","Peripheral blood","GEO","Microarray","Homo sapiens","1000"
"DSA03442","Asthma","Lung","GEO","Microarray","Mus musculus","1000"
"DSA03496","Asthma","Bronchial airway","GEO","Microarray","Homo sapiens","0"
"DSA03497","Asthma","Bronchial airway","GEO","Microarray","Homo sapiens","0"
"DSA03500","Cystic Fibrosis","UPN727","GEO","Microarray","Homo sapiens","1000"
"DSA03501","H1N1 Influenza","UPN727","GEO","Microarray","Homo sapiens","46"
"DSA03502","Bacterial Pneumonia","UPN727","GEO","Microarray","Homo sapiens","1000"
"DSA03547","Chronic Rhinosinusitis","Uncinate tissue","GEO","Microarray","Homo sapiens","4"
"DSA03548","Chronic Rhinosinusitis","Uncinate tissue","GEO","Microarray","Homo sapiens","0"
"DSA03559","Allergic Rhinitis","CD4+ T cells","GEO","Microarray","Homo sapiens","0"
"DSA03560","Allergic Rhinitis","CD4+ T cells","GEO","Microarray","Homo sapiens","0"
"DSA03598","Pulmonary Fibrosis","Lung","GEO","Microarray","Mus musculus","1000"
"DSA03599","Pulmonary Fibrosis","Lung","GEO","Microarray","Mus musculus","1000"
"DSA03600","Pulmonary Fibrosis","Lung","GEO","Microarray","Mus musculus","748"
"DSA03601","Pulmonary Fibrosis","Lung","GEO","Microarray","Mus musculus","316"
"DSA03602","Pulmonary Fibrosis","Lung","GEO","Microarray","Mus musculus","4"
"DSA03609","Chronic Obstructive Pulmonary Disease","Lung","GEO","Microarray","Homo sapiens","0"
"DSA03610","Chronic Obstructive Pulmonary Disease","Lung","GEO","Microarray","Homo sapiens","0"
"DSA03624","Asthma","Airway smooth muscle","GEO","RNA-Seq","Homo sapiens","0"
"DSA03637","Cystic Fibrosis","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA03638","Pulmonary Arterial Hypertension","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA03666","Idiopathic Pulmonary Fibrosis","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1000"
"DSA03668","Asthma","Airway wall","GEO","RNA-Seq","Homo sapiens","5"
"DSA03676","Non-Small Cell Lung Cancer","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1000"
"DSA03728","Cystic Fibrosis","Nasal epithelial cells","GEO","Microarray","Homo sapiens","206"
"DSA03743","Asthma","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA03744","Scleroderma-Associated Interstitial Lung Disease","Pulmonary fibroblasts","GEO","Microarray","Homo sapiens","1000"
"DSA03745","Usual Interstitial Pneumonia","Pulmonary fibroblasts","GEO","Microarray","Homo sapiens","1000"
"DSA03746","Asthma","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA03747","Asthma","Peripheral blood","GEO","Microarray","Homo sapiens","5"
"DSA03748","Asthma","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA03749","Asthma","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA03750","Asthma","Peripheral blood","GEO","Microarray","Homo sapiens","1000"
"DSA03751","Asthma","Peripheral blood","GEO","Microarray","Homo sapiens","1000"
"DSA03752","Asthma","Peripheral blood","GEO","Microarray","Homo sapiens","1"
"DSA03765","Lung Cancer","Bronchial epithelium","GEO","Microarray","Homo sapiens","1000"
"DSA03768","Autoimmune Pulmonary Alveolar Proteinosis","Left ventricle","GEO","Microarray","Homo sapiens","1000"
"DSA03780","Ciliopathy","Retina","GEO","RNA-Seq","Homo sapiens","1000"
"DSA03781","Ciliopathy","Retina","GEO","RNA-Seq","Homo sapiens","1000"
"DSA03813","Cystic Fibrosis","Airway epithelium","GEO","RNA-Seq","Homo sapiens","1000"
"DSA03814","Obstructive Lung Disease","Airway macrophages","GEO","RNA-Seq","Mus musculus","365"
"DSA03970","Idiopathic Pulmonary Fibrosis","Lung","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA03971","Pulmonary Fibrosis","Lung","GEO","scRNA-Seq","Mus musculus","1000"
"DSA03972","Idiopathic Pulmonary Fibrosis","Lung","GEO","RNA-Seq","Mus musculus","30"
"DSA03980","Pneumocystis Pneumonia","Lung","GEO","scRNA-Seq","Mus musculus","1000"
"DSA03981","Pneumocystis Pneumonia","Lung","GEO","scRNA-Seq","Mus musculus","1000"
"DSA03982","Pneumocystis Pneumonia","Lung","GEO","scRNA-Seq","Mus musculus","1000"
"DSA03983","Pneumocystis Pneumonia","Lung","GEO","scRNA-Seq","Mus musculus","1000"
"DSA03984","Pneumocystis Pneumonia","Lung","GEO","scRNA-Seq","Mus musculus","1000"
"DSA04022","Idiopathic Pulmonary Fibrosis","Lung","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA04025","Lung Cancer","Lung","GEO","Microarray","Mus musculus","1000"
"DSA04026","Lung Cancer","Lung","GEO","Microarray","Mus musculus","1000"
"DSA04031","Pharyngitis","Whole blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04032","Pharyngitis","Whole blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04033","Pharyngitis","Whole blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04034","Pharyngitis","Whole blood","GEO","RNA-Seq","Homo sapiens","527"
"DSA04035","Pharyngitis","Whole blood","GEO","RNA-Seq","Homo sapiens","479"
"DSA04036","Pharyngitis","Whole blood","GEO","RNA-Seq","Homo sapiens","368"
"DSA04037","Pharyngitis","Whole blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04038","Pharyngitis","Whole blood","GEO","RNA-Seq","Homo sapiens","450"
"DSA04039","Pharyngitis","Whole blood","GEO","RNA-Seq","Homo sapiens","360"
"DSA04053","Pharyngitis","Nasal-associated lymphoid tissue","GEO","Microarray","Mus musculus","0"
"DSA04058","Chronic Obstructive Pulmonary Disease","Airway epithelial cells","GEO","Microarray","Homo sapiens","575"
"DSA04059","Chronic Obstructive Pulmonary Disease","Airway epithelial cells","GEO","Microarray","Homo sapiens","756"
"DSA04061","Asthma","Lung","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04062","Asthma","Lung","GEO","RNA-Seq","Homo sapiens","687"
"DSA04081","Chronic Rhinosinusitis","Sinus mucosa","GEO","Microarray","Homo sapiens","118"
"DSA04086","Idiopathic Pulmonary Fibrosis","Lung","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA04087","Idiopathic Pulmonary Fibrosis","Lung","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA04088","Idiopathic Pulmonary Fibrosis","Lung","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA04089","Idiopathic Pulmonary Fibrosis","Lung","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA04090","Idiopathic Pulmonary Fibrosis","Lung","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA04091","Idiopathic Pulmonary Fibrosis","Lung","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA04092","Systemic Sclerosis With Lung Involvement","Lung","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA04093","Systemic Sclerosis With Lung Involvement","Lung","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA04094","Systemic Sclerosis With Lung Involvement","Lung","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA04095","Systemic Sclerosis With Lung Involvement","Lung","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA04096","Systemic Sclerosis With Lung Involvement","Lung","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA04098","Pitt-Hopkins Syndrome","IPSC-derived neural progenitor cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04099","Pitt-Hopkins Syndrome","IPSC-derived neurons","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04120","Chronic Rhinosinusitis","Sinus mucosa","GEO","Microarray","Homo sapiens","225"
"DSA04126","Lung Injury","Lung","GEO","Microarray","Homo sapiens","27"
"DSA04127","Lung Injury","Lung","GEO","Microarray","Homo sapiens","19"
"DSA04158","Idiopathic Pulmonary Fibrosis","Lung","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04166","Pulmonary Tuberculosis","5 day monocyte-derived macrophages","GEO","Microarray","Homo sapiens","12"
"DSA04172","Chronic Obstructive Pulmonary Disease","Airway epithelial cells","GEO","Microarray","Homo sapiens","284"
"DSA04173","Chronic Obstructive Pulmonary Disease","Airway epithelial cells","GEO","Microarray","Homo sapiens","1000"
"DSA04234","Cystic Fibrosis","Liver","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04235","Cystic Fibrosis","Ileum","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04309","Chronic Obstructive Pulmonary Disease","CD206+ CD45+ macrophages","GEO","RNA-Seq","Homo sapiens","488"
"DSA04310","Chronic Obstructive Pulmonary Disease","CD206+ CD45+ macrophages","GEO","RNA-Seq","Homo sapiens","24"
"DSA04311","Chronic Obstructive Pulmonary Disease","CD206+ CD45+ macrophages","GEO","RNA-Seq","Homo sapiens","398"
"DSA04312","Chronic Obstructive Pulmonary Disease","CD206+ CD45+ macrophages","GEO","RNA-Seq","Homo sapiens","55"
"DSA04313","Chronic Obstructive Pulmonary Disease","Blood","GEO","RNA-Seq","Homo sapiens","24"
"DSA04314","Chronic Obstructive Pulmonary Disease","Blood","GEO","RNA-Seq","Homo sapiens","7"
"DSA04319","Non-Small Cell Lung Cancer","Peripheral blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04327","Allergic Rhinitis","Sputum","GEO","Microarray","Homo sapiens","1000"
"DSA04338","Granulomatosis With Polyangiitis","Peripheral naive CD4 T cells","GEO","Microarray","Homo sapiens","0"
"DSA04339","Granulomatosis With Polyangiitis","Peripheral naive CD4 T cells","GEO","Microarray","Homo sapiens","0"
"DSA04366","Chronic Obstructive Pulmonary Disease","Alveolar macrophages obtained from bronchoalveolar lavage","GEO","Microarray","Homo sapiens","1000"
"DSA04388","Wegener's Granulomatosis","Blood Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA04389","Wegener's Granulomatosis","Blood Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1000"
"DSA04390","Wegener's Granulomatosis","PMN","GEO","Microarray","Homo sapiens","0"
"DSA04391","Wegener's Granulomatosis","PMN","GEO","Microarray","Homo sapiens","1000"
"DSA04394","Chronic Thromboembolic Pulmonary Hypertension","Blood","GEO","RNA-Seq","Homo sapiens","35"
"DSA04429","Interstitial Lung Disease","Peripheral blood mononuclear cells (PBMCs)","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA04449","Chronic Obstructive Pulmonary Disease","Primary human alveolar epithelial cells","GEO","RNA-Seq","Homo sapiens","113"
"DSA04450","Chronic Obstructive Pulmonary Disease","Primary human alveolar epithelial cells","GEO","RNA-Seq","Homo sapiens","324"
"DSA04458","Rhinitis","Nasal airway epithelium","GEO","Microarray","Homo sapiens","3"
"DSA04459","Rhinitis","Nasal airway epithelium","GEO","Microarray","Homo sapiens","19"
"DSA04460","Asthma","Nasal airway epithelium","GEO","Microarray","Homo sapiens","211"
"DSA04461","Non-Small Cell Lung Cancer","Null","GEO","Microarray","Homo sapiens","1000"
"DSA04462","Non-Small Cell Lung Cancer","Null","GEO","Microarray","Homo sapiens","1000"
"DSA04463","Non-Small Cell Lung Cancer","Null","GEO","Microarray","Homo sapiens","1000"
"DSA04467","Infant Acute Respiratory Distress Syndrome","Bronchus","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04468","Infant Acute Respiratory Distress Syndrome","Nasal mucosa","GEO","RNA-Seq","Homo sapiens","35"
"DSA04469","Infant Acute Respiratory Distress Syndrome","Nasal mucosa","GEO","RNA-Seq","Homo sapiens","593"
"DSA04470","Infant Acute Respiratory Distress Syndrome","Nasal mucosa","GEO","RNA-Seq","Homo sapiens","491"
"DSA04471","Infant Acute Respiratory Distress Syndrome","Nasal mucosa","GEO","RNA-Seq","Homo sapiens","11"
"DSA04478","Allergic Asthma","Spleen","GEO","Microarray","Mus musculus","0"
"DSA04479","Allergic Asthma","Spleen","GEO","Microarray","Mus musculus","0"
"DSA04507","Asthma","Blood Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA04508","Asthma","Blood Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA04527","Small Cell Lung Cancer","Lung","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04532","Chronic Obstructive Pulmonary Disease","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA04536","Small Cell Lung Cancer","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA04644","Asthma","Airway smooth muscle","GEO","Microarray","Homo sapiens","0"
"DSA04649","Lung Cancer","Lung","GEO","Microarray","Homo sapiens","145"
"DSA04650","Metastatic Lung Cancer","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA04653","Lung Metastases","Lung","GEO","Microarray","Mus musculus","1000"
"DSA04656","Asthma","Lung","GEO","RNA-Seq","Homo sapiens","5"
"DSA04684","Asthma","Airway","GEO","Microarray","Homo sapiens","45"
"DSA04685","Asthma","Airway","GEO","Microarray","Homo sapiens","50"
"DSA04706","Asthma","Nasal epithelium","GEO","Microarray","Homo sapiens","70"
"DSA04754","Idiopathic Pulmonary Fibrosis","Whole blood","GEO","Microarray","Homo sapiens","1000"
"DSA04811","Asthma","Airway smooth muscle","GEO","RNA-Seq","Homo sapiens","1"
"DSA04812","Asthma","Airway smooth muscle","GEO","RNA-Seq","Homo sapiens","1"
"DSA04829","Chronic Obstructive Pulmonary Disease","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","22"
"DSA04831","Pneumonia","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA04870","Idiopathic Pulmonary Fibrosis","Lung","GEO","RNA-Seq","Homo sapiens","187"
"DSA04871","Idiopathic Pulmonary Fibrosis","Lung","GEO","RNA-Seq","Homo sapiens","261"
"DSA04883","Pulmonary Fibrosis","Lung","GEO","Microarray","Mus musculus","1000"
"DSA04930","Non-Small Cell Lung Cancer","Blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04931","Non-Small Cell Lung Cancer","Blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04932","Non-Small Cell Lung Cancer","Blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04933","Idiopathic Pulmonary Fibrosis","Lung","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04947","Severe Acute Respiratory Syndrome","Blood","ArrayExpress","Microarray","Homo sapiens","1000"
"DSA04956","Severe Acute Respiratory Syndrome","Blood","ArrayExpress","Microarray","Homo sapiens","48"
"DSA04957","Severe Acute Respiratory Syndrome","Blood","ArrayExpress","Microarray","Homo sapiens","45"
"DSA04958","Severe Acute Respiratory Syndrome","Blood","ArrayExpress","Microarray","Homo sapiens","1000"
"DSA04959","Non-Small Cell Lung Cancer","Null","GEO","Microarray","Homo sapiens","0"
"DSA04960","Non-Small Cell Lung Cancer","Null","GEO","Microarray","Homo sapiens","10"
"DSA04961","Non-Small Cell Lung Cancer","Null","GEO","Microarray","Homo sapiens","0"
"DSA04962","Non-Small Cell Lung Cancer","Null","GEO","Microarray","Homo sapiens","26"
"DSA04990","Glottic Carcinoma","Larynx","ArrayExpress","Microarray","Homo sapiens","1000"
"DSA04993","Influenza","Blood","GEO","Microarray","Mus musculus","678"
"DSA04994","Influenza","Blood","GEO","Microarray","Mus musculus","1000"
"DSA05018","Influenza","Lung","GEO","RNA-Seq","Mus musculus","56"
"DSA05019","Influenza","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA05025","Pulmonary Sarcoidosis","Blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05035","Chronic Obstructive Pulmonary Disease","Lung blood vessel","ArrayExpress","Microarray","Homo sapiens","0"
"DSA05038","Asthma","Bronchus","ArrayExpress","Microarray","Homo sapiens","0"
"DSA05040","Asthma","Bronchus","ArrayExpress","Microarray","Homo sapiens","0"
"DSA05041","Asthma","Bronchus","ArrayExpress","Microarray","Homo sapiens","0"
"DSA05069","Asthma","Bronchus","ArrayExpress","Microarray","Homo sapiens","0"
"DSA05073","Pulmonary Fibrosis","Lung","GEO","RNA-Seq","Homo sapiens","4"
"DSA05074","Pulmonary Fibrosis","Lung","GEO","RNA-Seq","Homo sapiens","10"
"DSA05075","Pulmonary Fibrosis","Lung","GEO","RNA-Seq","Homo sapiens","0"
"DSA05076","Pulmonary Fibrosis","Lung","GEO","RNA-Seq","Homo sapiens","64"
"DSA05077","Asthma","Bronchus","ArrayExpress","Microarray","Homo sapiens","1"
"DSA05079","Idiopathic Pulmonary Arterial Hypertension","Pulmonary artery","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05080","Asthma","Bronchus","ArrayExpress","Microarray","Homo sapiens","0"
"DSA05081","Chronic Obstructive Pulmonary Disease","Lung","ArrayExpress","Microarray","Homo sapiens","0"
"DSA05082","Pneumonia","Blood","ArrayExpress","Microarray","Homo sapiens","1000"
"DSA05092","Chronic Rhinosinusitis","Nasal polyp","GEO","Microarray","Homo sapiens","480"
"DSA05111","Asthma","Peripheral whole blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05125","Lung Squamous Cell Carcinoma","Lung","ArrayExpress","Microarray","Homo sapiens","1000"
"DSA05143","Community Acquired Pneumonia","White blood cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05144","Lung Squamous Cell Carcinoma","Lung","ArrayExpress","Microarray","Homo sapiens","819"
"DSA05150","Lung Squamous Cell Carcinoma","Lung","ArrayExpress","Microarray","Homo sapiens","702"
"DSA05163","Chronic Obstructive Pulmonary Disease","Gastrocnemius","GEO","RNA-Seq","Mus musculus","377"
"DSA05180","Pneumonia","Blood","ArrayExpress","Microarray","Homo sapiens","1000"
"DSA05195","Chronic Rhinosinusitis","Ethmoidal tissue","GEO","RNA-Seq","Homo sapiens","33"
"DSA05197","Idiopathic Pulmonary Fibrosis","Lung","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05207","Pulmonary Alveolar Microlithiasis","Lung","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA05208","Lung Disease","Lung","GEO","RNA-Seq","Homo sapiens","516"
"DSA05209","Lung Disease","Lung","GEO","RNA-Seq","Homo sapiens","32"
"DSA05210","Lung Disease","Lung","GEO","RNA-Seq","Homo sapiens","48"
"DSA05211","Lung Disease","Lung","GEO","RNA-Seq","Homo sapiens","53"
"DSA05212","Lung Disease","Lung","GEO","RNA-Seq","Homo sapiens","99"
"DSA05213","Lung Disease","Lung","GEO","RNA-Seq","Homo sapiens","82"
"DSA05214","Lung Disease","Lung","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05215","Lung Disease","Lung","GEO","RNA-Seq","Homo sapiens","62"
"DSA05216","Lung Disease","Lung","GEO","RNA-Seq","Homo sapiens","991"
"DSA05217","Lung Disease","Lung","GEO","RNA-Seq","Homo sapiens","19"
"DSA05276","Chronic Obstructive Pulmonary Disease","Nasopharynx","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05313","Pneumonia","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05314","Bronchitis","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05339","Non-Small Cell Lung Cancer","Lung","ArrayExpress","Microarray","Homo sapiens","1000"
"DSA05340","Non-Small Cell Lung Cancer","Lung","ArrayExpress","Microarray","Homo sapiens","1000"
"DSA05341","Non-Small Cell Lung Cancer","Lung","ArrayExpress","Microarray","Homo sapiens","1000"
"DSA05361","Idiopathic Pulmonary Fibrosis","Primary airway epithelial cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05378","Tracheal Stenosis","Blood","GEO","RNA-Seq","Homo sapiens","71"
"DSA05392","Asthma","Null","GEO","RNA-Seq","Homo sapiens","6"
"DSA05393","Asthma","Null","GEO","RNA-Seq","Homo sapiens","0"
"DSA05394","Asthma","Null","GEO","RNA-Seq","Homo sapiens","3"
"DSA05395","Asthma","Null","GEO","RNA-Seq","Homo sapiens","6"
"DSA05396","Asthma","LAD2 MCs cultured with Asthmatic AECs","GEO","RNA-Seq","Homo sapiens","9"
"DSA05397","Asthma","LAD2 MCs cultured with Asthmatic AECs","GEO","RNA-Seq","Homo sapiens","1"
"DSA05400","Chronic Obstructive Pulmonary Disease","Airway epithelial cells","GEO","Microarray","Homo sapiens","116"
"DSA05411","Asthma","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","20"
"DSA05412","Asthma","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","9"
"DSA05443","Pulmonary Arterial Hypertension","Pulmonary artery","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA05472","Lung Disease","Blood","GEO","RNA-Seq","Homo sapiens","259"
"DSA05473","Lung Disease","Blood","GEO","RNA-Seq","Homo sapiens","169"
"DSA05482","Pulmonary Arterial Hypertension","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA05484","Idiopathic Pulmonary Fibrosis","Lung","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA05549","Congenital Central Hypoventilation Syndrome","Human Dental Pulp Stem Cells","GEO","RNA-Seq","Homo sapiens","121"
"DSA05568","Chronic Obstructive Pulmonary Disease","Whole blood","GEO","Microarray","Homo sapiens","0"
"DSA05590","Chronic Obstructive Pulmonary Disease","Epithele","GEO","Microarray","Homo sapiens","1000"
"DSA05591","Pneumonia","Plasma","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05592","Pneumonia","Plasma","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05663","Lung Cancer","Ovary","GEO","Microarray","Homo sapiens","532"
"DSA05665","Allergic Rhinitis","Mucosa","GEO","Microarray","Homo sapiens","0"
"DSA05666","Chronic Rhinosinusitis","Null","GEO","Microarray","Homo sapiens","1000"
"DSA05690","Lung Cancer","Lung","GEO","Microarray","Homo sapiens","52"
"DSA05691","Lung Cancer","Lung","GEO","Microarray","Homo sapiens","0"
"DSA05692","Lung Cancer","Lung","GEO","Microarray","Homo sapiens","0"
"DSA05740","Primary Ciliary Dyskinesia","Bronchus","GEO","Microarray","Homo sapiens","0"
"DSA05767","Emphysema","Lung myeloid dendritic cells","GEO","Microarray","Homo sapiens","31"
"DSA05770","Surf1 Gene Mutations","Fibroblasts","GEO","Microarray","Homo sapiens","0"
"DSA05794","Chronic Obstructive Pulmonary Disease","Epithelium","GEO","Microarray","Homo sapiens","64"
"DSA05808","Chronic Obstructive Pulmonary Disease","Musculus vastus lateralis","GEO","Microarray","Homo sapiens","2"
"DSA05809","Chronic Obstructive Pulmonary Disease","Musculus vastus lateralis","GEO","Microarray","Homo sapiens","440"
"DSA05810","Chronic Obstructive Pulmonary Disease","Musculus vastus lateralis","GEO","Microarray","Homo sapiens","16"
"DSA05811","Chronic Obstructive Pulmonary Disease","Musculus vastus lateralis","GEO","Microarray","Homo sapiens","229"
"DSA05812","Chronic Obstructive Pulmonary Disease","Musculus vastus lateralis","GEO","Microarray","Homo sapiens","0"
"DSA05813","Chronic Obstructive Pulmonary Disease","Musculus vastus lateralis","GEO","Microarray","Homo sapiens","0"
"DSA05825","Chronic Obstructive Pulmonary Disease","Lung","GEO","Microarray","Homo sapiens","2"
"DSA05841","Idiopathic Pulmonary Fibrosis","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1000"
"DSA05889","Influenza","Whole blood","GEO","Microarray","Homo sapiens","39"
"DSA05890","Influenza","Whole blood","GEO","Microarray","Homo sapiens","439"
"DSA05891","Influenza","Whole blood","GEO","Microarray","Homo sapiens","27"
"DSA05892","Influenza","Whole blood","GEO","Microarray","Homo sapiens","1000"
"DSA06079","Pulmonary Fibrosis","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA06101","Asthma","Airway epithelium","GEO","Microarray","Homo sapiens","82"
"DSA06102","Asthma","Airway epithelium","GEO","Microarray","Homo sapiens","1000"
"DSA06170","Chronic Sinusitis","Primary Nasal Epithelial Cells","GEO","Microarray","Homo sapiens","0"
"DSA06171","Chronic Sinusitis","Primary Nasal Fibroblast Cells","GEO","Microarray","Homo sapiens","2"
"DSA06177","Pulmonary Arterial Hypertension","Lung","GEO","Microarray","Homo sapiens","0"
"DSA06178","Pulmonary Arterial Hypertension","Lung","GEO","Microarray","Homo sapiens","0"
"DSA06179","Pulmonary Arterial Hypertension","Lung","GEO","Microarray","Homo sapiens","0"
"DSA06192","Asthma","Blood","GEO","Microarray","Homo sapiens","0"
"DSA06193","Asthma","Blood","GEO","Microarray","Homo sapiens","6"
"DSA06194","Asthma","Blood","GEO","Microarray","Homo sapiens","8"
"DSA06195","Asthma","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA06196","Asthma","Blood","GEO","Microarray","Homo sapiens","29"
"DSA06197","Asthma","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA06198","Non-Small Cell Lung Cancer","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA06200","Non-Small Cell Lung Cancer","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA06223","Asthma","Lung","GEO","Microarray","Mus musculus","829"
"DSA06226","Idiopathic Pulmonary Fibrosis","Bronchoalveolar lavage (BAL) cells","GEO","Microarray","Homo sapiens","569"
"DSA06227","Idiopathic Pulmonary Fibrosis","Bronchoalveolar lavage (BAL) cells","GEO","Microarray","Homo sapiens","1000"
"DSA06230","Cystic Fibrosis","Neutrophils","GEO","Microarray","Homo sapiens","1000"
"DSA06236","Chronic Obstructive Pulmonary Disease","Null","GEO","Microarray","Homo sapiens","0"
"DSA06237","Chronic Obstructive Pulmonary Disease","Null","GEO","Microarray","Homo sapiens","133"
"DSA06238","Chronic Obstructive Pulmonary Disease","Null","GEO","Microarray","Homo sapiens","0"
"DSA06239","Chronic Obstructive Pulmonary Disease","Null","GEO","Microarray","Homo sapiens","0"
"DSA06264","Cystic Fibrosis","Null","GEO","Microarray","Homo sapiens","1000"
"DSA06272","Idiopathic Pulmonary Fibrosis","Lung","GEO","Microarray","Homo sapiens","329"
"DSA06318","Chronic Rhinosinusitis","Sphenoid sinus mucosa","GEO","RNA-Seq","Homo sapiens","1000"
"DSA06319","Chronic Rhinosinusitis","Sphenoid sinus mucosa","GEO","RNA-Seq","Homo sapiens","582"
"DSA06351","Chronic Obstructive Pulmonary Disease","BAL cells","GEO","Microarray","Homo sapiens","491"
"DSA06476","Asthma","Sputum","GEO","Microarray","Homo sapiens","529"
"DSA06481","Bronchiolitis Obliterans","Lung","GEO","Microarray","Homo sapiens","964"
"DSA06509","Asthma","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA06510","Asthma","Lung","GEO","Microarray","Homo sapiens","1000"
"DSA06511","Allergic Rhinitis","Blood","GEO","RNA-Seq","Homo sapiens","162"
"DSA06512","Allergic Rhinitis","Blood","GEO","RNA-Seq","Homo sapiens","744"
"DSA06514","Schimke Immuno-Osseous Dysplasia","Kidney","GEO","RNA-Seq","Homo sapiens","1000"
