"study ID","Disease Name","Tissue/Cell Type","Data Source","Data Type","Organism","# DEGs"
"DSA01960","Asthma","CD4+ T-cells","GEO","Microarray","Homo sapiens","0"
"DSA01961","Asthma","CD4+ T-cells","GEO","Microarray","Homo sapiens","0"
"DSA01962","Asthma","CD8+ T-cells","GEO","Microarray","Homo sapiens","1000"
"DSA01963","Asthma","CD8+ T-cells","GEO","Microarray","Homo sapiens","0"
"DSA01964","Severe Asthma","CD4+ T-cells","GEO","Microarray","Homo sapiens","0"
"DSA01965","Severe Asthma","CD8+ T-cells","GEO","Microarray","Homo sapiens","0"
"DSA01966","Allergic Asthma","Lung","GEO","Microarray","Mus musculus","1000"
"DSA01967","Allergic Asthma","Lung","GEO","Microarray","Mus musculus","543"
"DSA01983","Multiple Sclerosis","Cortex","GEO","Microarray","Homo sapiens","1"
"DSA01986","Multiple Sclerosis","Brain","GEO","Microarray","Homo sapiens","0"
"DSA01987","Multiple Sclerosis","Brain","GEO","Microarray","Homo sapiens","0"
"DSA01988","Multiple Sclerosis","Brain","GEO","Microarray","Homo sapiens","0"
"DSA02009","HIV encephalitis","Brain","GEO","Microarray","Homo sapiens","1"
"DSA02020","Multiple Myeloma","Bone marrow","GEO","Microarray","Homo sapiens","221"
"DSA02030","Multiple Sclerosis","Brain","GEO","Microarray","Homo sapiens","1000"
"DSA02031","Multiple Sclerosis","Brain","GEO","Microarray","Homo sapiens","1000"
"DSA02047","Allergic Asthma","Bronchus","GEO","Microarray","Homo sapiens","0"
"DSA02060","Asthma","Null","GEO","Microarray","Homo sapiens","318"
"DSA02079","Multiple Myeloma","Bone marrow","GEO","Microarray","Homo sapiens","1000"
"DSA02080","Monoclonal Gammopathy of Undetermined Significance","Bone marrow","GEO","Microarray","Homo sapiens","1000"
"DSA02081","Smoldering Multiple Myeloma","Bone marrow","GEO","Microarray","Homo sapiens","1000"
"DSA02116","Systemic Lupus Erythematosus","Blood","GEO","Microarray","Homo sapiens","112"
"DSA02117","Systemic Lupus Erythematosus","Blood","GEO","Microarray","Homo sapiens","0"
"DSA02118","Systemic Lupus Erythematosus","Blood","GEO","Microarray","Homo sapiens","113"
"DSA02119","Systemic Lupus Erythematosus","Blood","GEO","Microarray","Homo sapiens","0"
"DSA02120","Systemic Lupus Erythematosus","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1000"
"DSA02121","Allergic Asthma","Bronchial epithelium","GEO","Microarray","Homo sapiens","0"
"DSA02122","Allergic Asthma","Bronchial epithelium","GEO","Microarray","Homo sapiens","0"
"DSA02123","Allergic Asthma","Nasal epithelium","GEO","Microarray","Homo sapiens","0"
"DSA02124","Allergic Asthma","Nasal epithelium","GEO","Microarray","Homo sapiens","0"
"DSA02125","Allergic Rhinitis","Bronchial epithelium","GEO","Microarray","Homo sapiens","0"
"DSA02126","Allergic Rhinitis","Bronchial epithelium","GEO","Microarray","Homo sapiens","0"
"DSA02127","Allergic Rhinitis","Nasal epithelium","GEO","Microarray","Homo sapiens","0"
"DSA02128","Allergic Rhinitis","Nasal epithelium","GEO","Microarray","Homo sapiens","0"
"DSA02150","Systemic Lupus Erythematosus","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA02151","Systemic Lupus Erythematosus","Peripheral blood","GEO","Microarray","Homo sapiens","3"
"DSA02152","Systemic Lupus Erythematosus","Peripheral blood","GEO","Microarray","Homo sapiens","2"
"DSA02153","Systemic Lupus Erythematosus","Peripheral blood","GEO","Microarray","Homo sapiens","1"
"DSA02154","Systemic Lupus Erythematosus","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA02155","Systemic Lupus Erythematosus","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA02158","Chronic Idiopathic Urticaria","Skin","GEO","Microarray","Homo sapiens","1000"
"DSA02159","Chronic Idiopathic Urticaria","Skin","GEO","Microarray","Homo sapiens","1000"
"DSA02170","Systemic Lupus Erythematosus","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA02179","Primary Sjogren Syndrome","Blood","GEO","Microarray","Homo sapiens","445"
"DSA02180","Primary Sjogren Syndrome","Blood","GEO","Microarray","Homo sapiens","751"
"DSA02181","Primary Sjogren Syndrome","Blood","GEO","Microarray","Homo sapiens","540"
"DSA02182","Chronic Lymphocytic Leukemia","Bone marrow","GEO","Microarray","Homo sapiens","449"
"DSA02183","Multiple Myeloma","Bone marrow","GEO","Microarray","Homo sapiens","1000"
"DSA02184","Waldenstrom Macroglobulinemia","Bone marrow","GEO","Microarray","Homo sapiens","198"
"DSA02185","Waldenstrom Macroglobulinemia","Bone marrow","GEO","Microarray","Homo sapiens","1000"
"DSA02192","Juvenile Idiopathic Arthritis","Neutrophil","GEO","Microarray","Homo sapiens","233"
"DSA02193","Juvenile Idiopathic Arthritis","Neutrophil","GEO","Microarray","Homo sapiens","12"
"DSA02194","Juvenile Idiopathic Arthritis","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","597"
"DSA02195","Juvenile Idiopathic Arthritis","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1000"
"DSA02211","Chronic Lymphocytic Leukemia","Peripheral blood","GEO","Microarray","Homo sapiens","1"
"DSA02212","Chronic Lymphocytic Leukemia","Peripheral blood","GEO","Microarray","Homo sapiens","1000"
"DSA02248","Asthma","Bronchial Epithelial Cells","GEO","Microarray","Homo sapiens","34"
"DSA02249","Asthma","Bronchial Epithelial Cells","GEO","Microarray","Homo sapiens","873"
"DSA02253","Systemic Lupus Erythematosus","Blood","ArrayExpress","RNA-Seq","Homo sapiens","39"
"DSA02277","Rheumatoid Arthritis","Blood","GEO","Microarray","Homo sapiens","839"
"DSA02283","T-Cell Prolymphocytic Leukemia","Peripheral blood","GEO","Microarray","Homo sapiens","916"
"DSA02284","Systemic Lupus Erythematosus","Blood","ArrayExpress","RNA-Seq","Homo sapiens","6"
"DSA02287","Systemic Lupus Erythematosus","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA02288","Systemic Lupus Erythematosus","Peripheral blood","GEO","Microarray","Homo sapiens","1"
"DSA02289","Systemic Lupus Erythematosus","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA02302","Atopic Asthma","Epithelial cells","GEO","Microarray","Homo sapiens","1000"
"DSA02317","Type 1 Diabetes","Pancreatic islet","GEO","Microarray","Mus musculus","0"
"DSA02318","Type 1 Diabetes","Pancreatic islet","GEO","Microarray","Mus musculus","0"
"DSA02319","Type 1 Diabetes","Pancreatic islet","GEO","Microarray","Mus musculus","1"
"DSA02328","Rheumatoid Arthritis","Synovium","GEO","Microarray","Homo sapiens","450"
"DSA02331","Multiple Sclerosis","B Cells","GEO","Microarray","Homo sapiens","0"
"DSA02332","Juvenile Idiopathic Arthritis","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA02333","Juvenile Idiopathic Arthritis","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","41"
"DSA02334","Juvenile Idiopathic Arthritis","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1"
"DSA02335","Juvenile Idiopathic Arthritis","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1000"
"DSA02336","Juvenile Idiopathic Arthritis","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","349"
"DSA02347","X-Linked Chronic Granulomatous Disease","Polymorphonuclear leukocytes","GEO","Microarray","Homo sapiens","0"
"DSA02348","X-Linked Chronic Granulomatous Disease","Polymorphonuclear leukocytes","GEO","Microarray","Homo sapiens","0"
"DSA02349","X-Linked Chronic Granulomatous Disease","Polymorphonuclear leukocytes","GEO","Microarray","Homo sapiens","0"
"DSA02350","X-Linked Chronic Granulomatous Disease","Polymorphonuclear leukocytes","GEO","Microarray","Homo sapiens","0"
"DSA02351","X-Linked Chronic Granulomatous Disease","Polymorphonuclear leukocytes","GEO","Microarray","Homo sapiens","0"
"DSA02352","X-Linked Chronic Granulomatous Disease","Polymorphonuclear leukocytes","GEO","Microarray","Homo sapiens","0"
"DSA02353","X-Linked Chronic Granulomatous Disease","Polymorphonuclear leukocytes","GEO","Microarray","Homo sapiens","0"
"DSA02355","Allergic Asthma","Bronchial epithelium","GEO","Microarray","Homo sapiens","2"
"DSA02370","Juvenile Spondyloarthropathy","Synovial fluid mononuclear cells","GEO","Microarray","Homo sapiens","1000"
"DSA02371","Juvenile Spondyloarthropathy","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","4"
"DSA02372","Juvenile Rheumatoid Arthritis","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA02373","Juvenile Rheumatoid Arthritis","Synovial fluid mononuclear cells","GEO","Microarray","Homo sapiens","1000"
"DSA02374","Juvenile Rheumatoid Arthritis","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1000"
"DSA02375","Juvenile Rheumatoid Arthritis","Synovial fluid mononuclear cells","GEO","Microarray","Homo sapiens","1000"
"DSA02387","Rheumatoid Arthritis","Synovial fluid","GEO","Microarray","Homo sapiens","1000"
"DSA02394","Systemic Juvenile Idiopathic Arthritis","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1000"
"DSA02434","Allergic Asthma","Lung","GEO","Microarray","Mus musculus","45"
"DSA02450","Severe Asthma","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","786"
"DSA02457","Atopic Dermatitis","Skin","GEO","Microarray","Homo sapiens","1000"
"DSA02458","Atopic Dermatitis","Skin","GEO","Microarray","Homo sapiens","0"
"DSA02461","Hypersensitivity Pneumonitis","Lung","GEO","Microarray","Homo sapiens","495"
"DSA02487","Multiple Sclerosis","CD4+T cells","GEO","Microarray","Homo sapiens","0"
"DSA02488","Multiple Sclerosis","CD8+T cells","GEO","Microarray","Homo sapiens","0"
"DSA02551","Systemic Lupus Erythematosus","CD3+ T cells","GEO","Microarray","Homo sapiens","0"
"DSA02556","Multiple Sclerosis","Spinal cord","GEO","Microarray","Mus musculus","200"
"DSA02563","Large Granular Lymphocytic Leukemia","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1000"
"DSA02567","Multiple Myeloma","Spleen","GEO","Microarray","Mus musculus","1000"
"DSA02576","Type 1 Diabetes","Pancreas","GEO","Microarray","Mus musculus","844"
"DSA02588","Type 1 Diabetes","Lumbar spinal cord","ArrayExpress","RNA-Seq","Homo sapiens","82"
"DSA02594","Juvenile Idiopathic Arthritis","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","584"
"DSA02595","Asthma","Bronchus","GEO","Microarray","Homo sapiens","219"
"DSA02596","Asthma","Bronchus","GEO","Microarray","Homo sapiens","15"
"DSA02603","Asthma","Bronchus","GEO","Microarray","Homo sapiens","828"
"DSA02604","Asthma","Bronchus","GEO","Microarray","Homo sapiens","1000"
"DSA02629","AL Amyloidosis","Plasma cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA02633","Allergic Rhinitis","Sputum","GEO","Microarray","Homo sapiens","0"
"DSA02634","Allergic Rhinitis","Sputum","GEO","Microarray","Homo sapiens","3"
"DSA02638","Asthma","Primary nasal epithalial cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA02639","Asthma","Primary nasal epithalial cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA02640","Asthma","Primary nasal epithalial cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA02641","Asthma","Primary nasal epithalial cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA02642","Asthma","Large airway epithelium","GEO","Microarray","Homo sapiens","1000"
"DSA02644","Ataxia Telangiectasia","Cerebellum","GEO","RNA-Seq","Homo sapiens","1000"
"DSA02652","Bronchial Asthma","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1000"
"DSA02661","Chronic Lymphocytic Leukemia","Spleen","GEO","RNA-Seq","Mus musculus","1000"
"DSA02662","Chronic Lymphocytic Leukemia","Spleen","GEO","RNA-Seq","Mus musculus","1000"
"DSA02663","Chronic Lymphocytic Leukemia","Spleen","GEO","RNA-Seq","Mus musculus","562"
"DSA02695","Common Variable Immunodeficiency","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA02832","IgA Nephropathy","Kidney","GEO","RNA-Seq","Homo sapiens","1000"
"DSA02833","IgA Nephropathy","Tubulointerstitium","GEO","RNA-Seq","Homo sapiens","1000"
"DSA02853","Systemic Lupus Erythematosus","Blood","ArrayExpress","RNA-Seq","Homo sapiens","558"
"DSA02854","Multiple Myeloma","Blood","ArrayExpress","RNA-Seq","Homo sapiens","1000"
"DSA02857","Ketosis-Prone Diabetes (Mellitus)","Induced pluripotent stem cells","GEO","RNA-Seq","Homo sapiens","420"
"DSA02858","Ketosis-Prone Diabetes (Mellitus)","Induced pluripotent stem cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA02859","Ketosis-Prone Diabetes (Mellitus)","Induced pluripotent stem cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA02879","Lupus Nephritis","Tubulointerstitium","GEO","RNA-Seq","Homo sapiens","1000"
"DSA02886","Membranous Nephropathy","Tubulointerstitium","GEO","RNA-Seq","Homo sapiens","1000"
"DSA02888","Monoclonal Gammopathy of Undetermined Significance","Plasma cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA02891","Multiple Myeloma","Plasma cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA02893","Multiple Sclerosis","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","151"
"DSA02894","Multiple Sclerosis","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","685"
"DSA02895","Multiple Sclerosis","Whole blood","GEO","Microarray","Homo sapiens","0"
"DSA02896","Multiple Sclerosis","Whole blood","GEO","Microarray","Homo sapiens","2"
"DSA02897","Multiple Sclerosis","Whole blood","GEO","Microarray","Homo sapiens","0"
"DSA02898","Multiple Sclerosis","Peripheral blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA02899","Multiple Sclerosis","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA02906","Mycosis Fungoides","Skin","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA02907","Mycosis Fungoides","Skin","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA02908","Mycosis Fungoides","Skin","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA02909","Mycosis Fungoides","Skin","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA02910","Mycosis Fungoides","Skin","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA02911","Mycosis Fungoides","Skin","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA02953","Peanut Allergy","B cells","GEO","RNA-Seq","Homo sapiens","1"
"DSA02954","Food Allergy","B cells","GEO","RNA-Seq","Homo sapiens","2"
"DSA02958","Pfapa Syndrome","Whole blood","GEO","Microarray","Homo sapiens","0"
"DSA02959","Pfapa Syndrome","Whole blood","GEO","Microarray","Homo sapiens","1000"
"DSA02968","Primary Sjogren Syndrome","Peripheral blood","GEO","RNA-Seq","Homo sapiens","437"
"DSA02969","Primary Sjogren Syndrome","Peripheral blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA02970","Primary Sjogren Syndrome","Peripheral blood","GEO","RNA-Seq","Homo sapiens","16"
"DSA02971","Primary Sjogren Syndrome","Peripheral blood","GEO","RNA-Seq","Homo sapiens","65"
"DSA02972","Primary Sjogren Syndrome","Peripheral blood","GEO","RNA-Seq","Homo sapiens","11"
"DSA02990","Relapsing-Remitting Multiple Sclerosis","Blood","GEO","RNA-Seq","Homo sapiens","191"
"DSA02994","Rheumatoid Arthritis","Peripheral blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA03012","Sjogren's Syndrome","Conjunctiva","GEO","Microarray","Homo sapiens","49"
"DSA03021","Systemic Lupus Erythematosus","Peritoneal cavity","GEO","RNA-Seq","Mus musculus","453"
"DSA03022","Systemic Lupus Erythematosus","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","339"
"DSA03023","Systemic Lupus Erythematosus","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","1000"
"DSA03024","Systemic Lupus Erythematosus","Peripheral blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA03025","Systemic Lupus Erythematosus","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","208"
"DSA03026","Systemic Lupus Erythematosus","Whole blood","GEO","RNA-Seq","Homo sapiens","508"
"DSA03027","Systemic Lupus Erythematosus","Whole blood","GEO","RNA-Seq","Homo sapiens","84"
"DSA03028","Systemic Lupus Erythematosus","Whole blood","GEO","RNA-Seq","Homo sapiens","154"
"DSA03029","Systemic Lupus Erythematosus","Placenta","GEO","RNA-Seq","Homo sapiens","981"
"DSA03040","Type 1 Diabetes","Peripheral blood","GEO","Microarray","Homo sapiens","498"
"DSA03054","Vogt-Koyanagi-Harada Disease","Blood","GEO","RNA-Seq","Homo sapiens","723"
"DSA03062","Monoclonal Gammopathy of Undetermined Significance","Bone marrow","GEO","Microarray","Homo sapiens","2"
"DSA03063","Smoldering Myeloma","Bone marrow","GEO","Microarray","Homo sapiens","52"
"DSA03064","Multiple Myeloma","Bone marrow","GEO","Microarray","Homo sapiens","6"
"DSA03065","Autoimmune Lymphoproliferative Syndrome","Peripheral blood","GEO","RNA-Seq","Homo sapiens","39"
"DSA03067","Monoclonal Gammopathy of Undetermined Significance","Mesenchymal stromal cells(MSCs)","GEO","Microarray","Homo sapiens","2"
"DSA03068","Multiple Myeloma","Mesenchymal stromal cells(MSCs)","GEO","Microarray","Homo sapiens","6"
"DSA03069","Smoldering Myeloma","Mesenchymal stromal cells(MSCs)","GEO","Microarray","Homo sapiens","52"
"DSA03084","Multiple Sclerosis","Choroid plexus","GEO","RNA-Seq","Homo sapiens","28"
"DSA03119","Common Variable Immunodeficiency","Secondary lymphoid organ cells","GEO","RNA-Seq","Homo sapiens","87"
"DSA03144","Multiple Sclerosis","Brain","GEO","RNA-Seq","Homo sapiens","1000"
"DSA03149","Severe Combined Immunodeficiency","Induced pluripotent stem cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA03150","Severe Combined Immunodeficiency","Thymic epithelial progenitor cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA03162","Autosomal Dominant Hyper-Ige Syndrome","Umbilical cord","GEO","RNA-Seq","Homo sapiens","14"
"DSA03163","Autosomal Dominant Hyper-Ige Syndrome","Skin","GEO","RNA-Seq","Homo sapiens","68"
"DSA03165","Atopic Dermatitis","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA03167","Systemic Lupus Erythematosus","Blood","GEO","RNA-Seq","Homo sapiens","693"
"DSA03168","Systemic Lupus Erythematosus","Blood","GEO","RNA-Seq","Homo sapiens","25"
"DSA03177","Lymphangioleiomyomatosis","Lung","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA03182","T-Cell Acute Lymphoblastic Leukemia","T-cell acute lymphoblastic leukemia cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA03183","T-Cell Acute Lymphoblastic Leukemia","T-cell acute lymphoblastic leukemia cells","GEO","RNA-Seq","Homo sapiens","604"
"DSA03186","Waldenstrom Macroglobulinemia","Bone marrow","GEO","RNA-Seq","Homo sapiens","1000"
"DSA03187","Waldenstrom Macroglobulinemia","Bone marrow","GEO","RNA-Seq","Homo sapiens","1000"
"DSA03204","Diffuse Large B-Cell Lymphoma","Peripheral blood","GEO","RNA-Seq","Homo sapiens","2"
"DSA03213","Type 1 Diabetes","Kidney","GEO","RNA-Seq","Homo sapiens","1000"
"DSA03214","Type 1 Diabetes","Kidney","GEO","RNA-Seq","Homo sapiens","318"
"DSA03215","Type 1 Diabetes","Kidney","GEO","RNA-Seq","Homo sapiens","0"
"DSA03216","Acquired Immunodeficiency Syndrome","Peripheral blood","GEO","Microarray","Homo sapiens","1000"
"DSA03244","Acquired Immunodeficiency Syndrome","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA03245","Acquired Immunodeficiency Syndrome","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA03246","Acquired Immunodeficiency Syndrome","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA03252","Rheumatoid Arthritis","Synovial fibroblasts","GEO","Microarray","Homo sapiens","0"
"DSA03273","Autoimmune Polyendocrinopathy Syndrome","CD8+CD28low regulatory T cells","GEO","Microarray","Mus musculus","1"
"DSA03274","Autoimmune Polyendocrinopathy Syndrome","CD8+CD28low regulatory T cells","GEO","Microarray","Mus musculus","0"
"DSA03282","Type 1 Diabetes","Peripheral blood","GEO","Microarray","Homo sapiens","359"
"DSA03283","Type 1 Diabetes","Peripheral blood","GEO","Microarray","Homo sapiens","24"
"DSA03304","Guillain-Barre Syndrome","Blood","GEO","Microarray","Homo sapiens","0"
"DSA03363","Lupus Nephritis","Tubulointerstitium","GEO","Microarray","Homo sapiens","1000"
"DSA03364","Lupus Nephritis","Glomerulus","GEO","Microarray","Homo sapiens","1000"
"DSA03369","Multiple Sclerosis","Peripheral blood","GEO","Microarray","Homo sapiens","1000"
"DSA03370","Multiple Sclerosis","Peripheral blood","GEO","Microarray","Homo sapiens","1000"
"DSA03371","Multiple Sclerosis","Peripheral blood","GEO","Microarray","Homo sapiens","553"
"DSA03372","Multiple Sclerosis","Peripheral blood","GEO","Microarray","Homo sapiens","1000"
"DSA03410","T-Cell Leukemia","CD4+ T-cells","GEO","Microarray","Homo sapiens","1000"
"DSA03411","T-Cell Leukemia","CD4+ T-cells","GEO","Microarray","Homo sapiens","1000"
"DSA03431","Lymphoma","Bone marrow","GEO","Microarray","Homo sapiens","1000"
"DSA03442","Asthma","Lung","GEO","Microarray","Mus musculus","1000"
"DSA03443","Atopic Dermatitis","Lung","GEO","Microarray","Mus musculus","0"
"DSA03444","Atopic Dermatitis","Lung","GEO","Microarray","Mus musculus","1000"
"DSA03445","Atopic Dermatitis","Lung","GEO","Microarray","Mus musculus","1000"
"DSA03446","Atopic Dermatitis","Lung","GEO","Microarray","Mus musculus","1000"
"DSA03447","Atopic Dermatitis","Lung","GEO","Microarray","Mus musculus","2"
"DSA03460","Acute Lymphoblastic Leukemia","Null","GEO","Microarray","Homo sapiens","209"
"DSA03473","Chronic Lymphocytic Leukemia","Peripheral blood","GEO","Microarray","Homo sapiens","389"
"DSA03478","Follicular Lymphoma","Bone marrow","GEO","Microarray","Homo sapiens","1000"
"DSA03483","Atopic Dermatitis","Lung","GEO","Microarray","Mus musculus","18"
"DSA03484","Experimental Autoimmune Encephalomyelitis","Choroid plexus","GEO","Microarray","Mus musculus","11"
"DSA03486","IgA Nephropathy","Kidney","GEO","Microarray","Homo sapiens","406"
"DSA03487","IgA Nephropathy","Kidney","GEO","Microarray","Homo sapiens","381"
"DSA03496","Asthma","Bronchial airway","GEO","Microarray","Homo sapiens","0"
"DSA03497","Asthma","Bronchial airway","GEO","Microarray","Homo sapiens","0"
"DSA03503","Type 1 Diabetes","Plasma","GEO","Microarray","Homo sapiens","220"
"DSA03504","Type 1 Diabetes","Plasma","GEO","Microarray","Homo sapiens","684"
"DSA03505","Type 1 Diabetes","Plasma","GEO","Microarray","Homo sapiens","1000"
"DSA03507","AIDS Dementia","White matter","GEO","Microarray","Homo sapiens","0"
"DSA03508","AIDS Dementia","White matter","GEO","Microarray","Homo sapiens","1000"
"DSA03509","AIDS Dementia","Frontal cortex","GEO","Microarray","Homo sapiens","1000"
"DSA03510","AIDS Dementia","Frontal cortex","GEO","Microarray","Homo sapiens","1000"
"DSA03511","AIDS Dementia","Basal ganglia","GEO","Microarray","Homo sapiens","0"
"DSA03512","AIDS Dementia","Basal ganglia","GEO","Microarray","Homo sapiens","1000"
"DSA03526","Atopic Dermatitis","Lung","GEO","Microarray","Mus musculus","2"
"DSA03532","Chronic Lymphocytic Leukemia","Stromal cells","GEO","Microarray","Mus musculus","0"
"DSA03534","Atopic Dermatitis","Lung","GEO","Microarray","Mus musculus","1000"
"DSA03559","Allergic Rhinitis","CD4+ T cells","GEO","Microarray","Homo sapiens","0"
"DSA03560","Allergic Rhinitis","CD4+ T cells","GEO","Microarray","Homo sapiens","0"
"DSA03562","Experimental Autoimmune Encephalomyelitis","Dura mater","GEO","Microarray","Mus musculus","1000"
"DSA03563","Experimental Autoimmune Encephalomyelitis","Dura mater","GEO","Microarray","Mus musculus","1000"
"DSA03572","Systemic Lupus Erythematosus","Macrophages","GEO","Microarray","Homo sapiens","0"
"DSA03575","Systemic Lupus Erythematosus","Monocytes","GEO","Microarray","Homo sapiens","0"
"DSA03577","Type 1 Diabetes","Spleen","GEO","Microarray","Mus musculus","48"
"DSA03578","Type 1 Diabetes","Spleen","GEO","Microarray","Mus musculus","63"
"DSA03579","Type 1 Diabetes","Spleen","GEO","Microarray","Mus musculus","36"
"DSA03580","Type 1 Diabetes","Spleen","GEO","Microarray","Mus musculus","32"
"DSA03582","IgA Nephropathy","Kidney","GEO","Microarray","Homo sapiens","1000"
"DSA03588","Systemic Lupus Erythematosus","B cells","GEO","Microarray","Homo sapiens","0"
"DSA03589","Systemic Lupus Erythematosus","B cells","GEO","Microarray","Homo sapiens","1"
"DSA03590","Systemic Lupus Erythematosus","B cells","GEO","Microarray","Homo sapiens","4"
"DSA03591","Systemic Lupus Erythematosus","B cells","GEO","Microarray","Homo sapiens","2"
"DSA03592","Systemic Lupus Erythematosus","B cells","GEO","Microarray","Homo sapiens","4"
"DSA03593","Systemic Lupus Erythematosus","B cells","GEO","Microarray","Homo sapiens","10"
"DSA03594","Systemic Lupus Erythematosus","B cells","GEO","Microarray","Homo sapiens","4"
"DSA03595","Systemic Lupus Erythematosus","B cells","GEO","Microarray","Homo sapiens","6"
"DSA03607","Multiple Sclerosis","Plasmacytoid dendritic cells","GEO","Microarray","Homo sapiens","0"
"DSA03624","Asthma","Airway smooth muscle","GEO","RNA-Seq","Homo sapiens","0"
"DSA03641","Rheumatoid Arthritis","Monocytes","GEO","Microarray","Homo sapiens","1000"
"DSA03642","Systemic Lupus Erythematosus","Monocytes","GEO","Microarray","Homo sapiens","488"
"DSA03643","Rheumatoid Arthritis","Monocytes","GEO","Microarray","Homo sapiens","134"
"DSA03668","Asthma","Airway wall","GEO","RNA-Seq","Homo sapiens","5"
"DSA03671","Sezary Syndrome","T cells","GEO","Microarray","Homo sapiens","119"
"DSA03680","Chronic Lymphocytic Leukemia","B cells","GEO","Microarray","Homo sapiens","1000"
"DSA03681","Chronic Lymphocytic Leukemia","B cells","GEO","Microarray","Homo sapiens","1000"
"DSA03682","Chronic Lymphocytic Leukemia","B cells","GEO","Microarray","Homo sapiens","1000"
"DSA03683","Chronic Lymphocytic Leukemia","B cells","GEO","Microarray","Homo sapiens","1000"
"DSA03684","Chronic Lymphocytic Leukemia","B cells","GEO","Microarray","Homo sapiens","1000"
"DSA03685","Chronic Lymphocytic Leukemia","B cells","GEO","Microarray","Homo sapiens","1000"
"DSA03686","Chronic Lymphocytic Leukemia","B cells","GEO","Microarray","Homo sapiens","1000"
"DSA03687","Chronic Lymphocytic Leukemia","B cells","GEO","Microarray","Homo sapiens","1000"
"DSA03688","Chronic Lymphocytic Leukemia","B cells","GEO","Microarray","Homo sapiens","1000"
"DSA03689","Chronic Lymphocytic Leukemia","B cells","GEO","Microarray","Homo sapiens","1000"
"DSA03690","Chronic Lymphocytic Leukemia","B cells","GEO","Microarray","Homo sapiens","1000"
