"study ID","Disease Name","Tissue/Cell Type","Data Source","Data Type","Organism","# DEGs"
"DSA03801","Diabetes Mellitus","Wound monocytes/macrophages","GEO","snRNA-Seq","Mus musculus","1000"
"DSA03802","Gestational Diabetes Mellitus","Placenta","GEO","RNA-Seq","Homo sapiens","505"
"DSA03805","Type 1 Diabetes","CD14+ monocytes","GEO","Microarray","Homo sapiens","23"
"DSA03846","Diabetes Mellitus","Myocardium","GEO","Microarray","Mus musculus","4"
"DSA03881","Type 1 Diabetes","Peripheral blood","GEO","Microarray","Homo sapiens","675"
"DSA03883","Type 2 Diabetes","Blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA03893","Amyotrophic Lateral Sclerosis","Spinal cord","GEO","RNA-Seq","Homo sapiens","51"
"DSA03894","Amyotrophic Lateral Sclerosis","Spinal cord","GEO","RNA-Seq","Homo sapiens","1000"
"DSA03895","Amyotrophic Lateral Sclerosis","Spinal cord","GEO","RNA-Seq","Homo sapiens","12"
"DSA03896","Amyotrophic Lateral Sclerosis","Spinal cord","GEO","RNA-Seq","Homo sapiens","692"
"DSA03897","Amyotrophic Lateral Sclerosis","Sciatic nerve","GEO","RNA-Seq","Homo sapiens","19"
"DSA03898","Pompe Disease","Quadriceps","GEO","RNA-Seq","Mus musculus","1000"
"DSA03899","Pompe Disease","Spinal cord","GEO","RNA-Seq","Mus musculus","1000"
"DSA03905","Type 2 Diabetes","Null","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA03940","Obesity","Subcutaneous adipose tissue","GEO","RNA-Seq","Homo sapiens","995"
"DSA03943","Dyslipidemia","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA03964","Diabetes Mellitus","Myocardium","GEO","Microarray","Mus musculus","4"
"DSA04018","Gaucher Disease","Brain","GEO","RNA-Seq","Mus musculus","88"
"DSA04019","Gaucher Disease","Brain","GEO","RNA-Seq","Mus musculus","1000"
"DSA04020","Gaucher Disease","Brain","GEO","RNA-Seq","Mus musculus","81"
"DSA04021","Gaucher Disease","Brain","GEO","RNA-Seq","Mus musculus","1000"
"DSA04042","Amyotrophic Lateral Sclerosis","IPSC-derived spinal motor neurons","GEO","Microarray","Homo sapiens","0"
"DSA04043","Amyotrophic Lateral Sclerosis","IPSC-derived spinal motor neurons","GEO","Microarray","Homo sapiens","0"
"DSA04080","Glycogen Storage Disease","Engineered skeletal muscle","GEO","RNA-Seq","Homo sapiens","90"
"DSA04097","Type I Tyrosinemia","Liver","GEO","RNA-Seq","Mus musculus","1000"
"DSA04102","Coeliac Disease","Duodenum","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04103","Hutchinson-Gilford Progeria Syndrome","Dermal fibroblasts","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04104","Hutchinson-Gilford Progeria Syndrome","Dermal fibroblasts","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04105","Hutchinson-Gilford Progeria Syndrome","Dermal fibroblasts","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04106","Hutchinson-Gilford Progeria Syndrome","Dermal fibroblasts","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04107","Hutchinson-Gilford Progeria Syndrome","Dermal fibroblasts","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04108","Hutchinson-Gilford Progeria Syndrome","Dermal fibroblasts","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04204","Metabolic Syndrome","Blood Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","209"
"DSA04205","Type 1 Diabetes","Islet","GEO","RNA-Seq","Mus musculus","104"
"DSA04239","Type 1 Diabetes","Muscle","GEO","Microarray","Homo sapiens","0"
"DSA04240","Type 1 Diabetes","Vastus lateralis","GEO","Microarray","Homo sapiens","0"
"DSA04264","Type 1 Diabetes","Bone marrow","GEO","RNA-Seq","Mus musculus","1000"
"DSA04296","Gaucher Disease","IPSC","GEO","Microarray","Homo sapiens","3"
"DSA04297","Gaucher Disease","IPSC","GEO","Microarray","Homo sapiens","84"
"DSA04301","Type 1 Diabetes","Whole blood","GEO","RNA-Seq","Homo sapiens","3"
"DSA04317","Type 2 Diabetes","Peripheral blood","GEO","RNA-Seq","Homo sapiens","1"
"DSA04318","Type 2 Diabetes","Peripheral blood","GEO","RNA-Seq","Homo sapiens","1"
"DSA04340","Sandhoff Disease","Fibroblasts","GEO","Microarray","Homo sapiens","118"
"DSA04341","Tay-Sachs Disease","Fibroblasts","GEO","Microarray","Homo sapiens","291"
"DSA04342","Tay-Sachs Disease; Juvenile","Fibroblasts","GEO","Microarray","Homo sapiens","217"
"DSA04351","Smith-Lemli-Opitz Syndrome","Induced pluripotent stem cell","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04352","Smith-Lemli-Opitz Syndrome","Induced pluripotent stem cell","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04386","Gestational Diabetes","Adipose tissue","GEO","RNA-Seq","Homo sapiens","4"
"DSA04387","Gestational Diabetes","Adipose tissue","GEO","RNA-Seq","Homo sapiens","0"
"DSA04397","Type 1 Diabetes","Tibia","GEO","RNA-Seq","Mus musculus","8"
"DSA04420","Nasu-Hakola Disease","Occipital cortex","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04464","Werner Syndrome","Fibroblasts","GEO","Microarray","Homo sapiens","0"
"DSA04465","Bloom Syndrome","Fibroblasts","GEO","Microarray","Homo sapiens","0"
"DSA04475","Familial Hypercholesterolemia","Monocytes","GEO","RNA-Seq","Homo sapiens","5"
"DSA04476","Amyotrophic Lateral Sclerosis","IPSC","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04485","Cockayne Syndrome","Cerebellum","GEO","Microarray","Homo sapiens","1000"
"DSA04520","Type 2 Diabetes","Skeletal muscle","GEO","Microarray","Homo sapiens","2"
"DSA04521","Type 2 Diabetes","Skeletal muscle","GEO","Microarray","Homo sapiens","0"
"DSA04522","Type 2 Diabetes","Skeletal muscle","GEO","Microarray","Homo sapiens","0"
"DSA04552","Ataxia-Telangiectasia","Cerebellum","GEO","Microarray","Homo sapiens","1000"
"DSA04562","Smith-Lemli-Opitz Syndrome","IPS cells","GEO","Microarray","Homo sapiens","178"
"DSA04563","Smith-Lemli-Opitz Syndrome","IPS cells","GEO","Microarray","Homo sapiens","417"
"DSA04564","Smith-Lemli-Opitz Syndrome","IPS cells","GEO","Microarray","Homo sapiens","490"
"DSA04565","Smith-Lemli-Opitz Syndrome","IPS cells","GEO","Microarray","Homo sapiens","1000"
"DSA04566","Smith-Lemli-Opitz Syndrome","IPS cells","GEO","Microarray","Homo sapiens","1000"
"DSA04567","Smith-Lemli-Opitz Syndrome","IPS cells","GEO","Microarray","Homo sapiens","1000"
"DSA04617","Frontotemporal Dementia","IPSC","GEO","Microarray","Homo sapiens","0"
"DSA04618","Frontotemporal Dementia","Null","GEO","Microarray","Homo sapiens","61"
"DSA04687","Type 2 Diabetes","Liver","GEO","Microarray","Homo sapiens","0"
"DSA04688","Obesity","Liver","GEO","Microarray","Homo sapiens","0"
"DSA04704","Nestor-Guillermo Progeria Syndrome","Fibroblasts","GEO","Microarray","Homo sapiens","0"
"DSA04705","Nestor-Guillermo Progeria Syndrome","IPSCs","GEO","Microarray","Homo sapiens","0"
"DSA04727","Type 2 Diabetes","Subcutaneous adipose tissue","GEO","Microarray","Homo sapiens","0"
"DSA04775","Type 2 Diabetes","Omental adipose tissue","GEO","Microarray","Homo sapiens","0"
"DSA04806","Hyperlipidemia","Abdominal aorta","GEO","Microarray","Mus musculus","1000"
"DSA04807","Obesity","Bone marrow","GEO","RNA-Seq","Mus musculus","215"
"DSA04808","Obesity","Bone marrow","GEO","RNA-Seq","Mus musculus","118"
"DSA04847","Tangier Disease","Cultured cells","GEO","Microarray","Homo sapiens","11"
"DSA04852","Diabetes Mellitus","Null","GEO","Microarray","Homo sapiens","1000"
"DSA04853","Diabetic Peripheral Angiopathy","Null","GEO","Microarray","Homo sapiens","1000"
"DSA04856","Obesity","Omental adipose tissue","GEO","Microarray","Homo sapiens","0"
"DSA04873","Multiple Symmetric Lipomatosis","Subcutaneous adipose tissue","GEO","RNA-Seq","Homo sapiens","1000"
"DSA04895","Amyotrophic Lateral Sclerosis","Neural precursor cells","GEO","RNA-Seq","Homo sapiens","123"
"DSA04896","Amyotrophic Lateral Sclerosis","Neural precursor cells","GEO","RNA-Seq","Homo sapiens","108"
"DSA04899","Diabetes Mellitus","Peripheral blood","GEO","Microarray","Homo sapiens","407"
"DSA04901","Obesity","Blood","ArrayExpress","Microarray","Homo sapiens","0"
"DSA04913","Metabolic Syndrome","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1000"
"DSA04945","Obesity","Ovary","GEO","RNA-Seq","Mus musculus","11"
"DSA04952","Obesity","Ectoplacental cone","GEO","RNA-Seq","Mus musculus","123"
"DSA04953","Obesity","Ectoplacental cone","GEO","RNA-Seq","Mus musculus","230"
"DSA04964","Vitamin D Deficiency","Colon","GEO","Microarray","Mus musculus","36"
"DSA04965","Vitamin D Deficiency","Colon","GEO","Microarray","Mus musculus","0"
"DSA04975","Obesity","Null","GEO","Microarray","Homo sapiens","924"
"DSA04979","Hypercholesterolemia","Peritoneal macrophages","GEO","RNA-Seq","Mus musculus","62"
"DSA04980","Hypercholesterolemia","Peritoneal macrophages","GEO","RNA-Seq","Mus musculus","77"
"DSA05048","Type 1 Diabetes","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","675"
"DSA05056","Frontotemporal Lobar Degeneration","Dorsolateral prefrontal cortex","GEO","Microarray","Homo sapiens","303"
"DSA05086","Gestational Diabetes Mellitus","Cord blood","GEO","Microarray","Homo sapiens","0"
"DSA05115","Frontotemporal Dementia","Prefrontal cortex","GEO","Microarray","Homo sapiens","0"
"DSA05116","Frontotemporal Dementia","Prefrontal cortex","GEO","Microarray","Homo sapiens","0"
"DSA05117","Frontotemporal Dementia","Prefrontal cortex","GEO","Microarray","Homo sapiens","8"
"DSA05118","Frontotemporal Dementia","Prefrontal cortex","GEO","Microarray","Homo sapiens","0"
"DSA05119","Frontotemporal Dementia","Prefrontal cortex","GEO","Microarray","Homo sapiens","0"
"DSA05122","Frontotemporal Dementia","Immortalized lymphocyte B","GEO","Microarray","Homo sapiens","0"
"DSA05123","Frontotemporal Dementia","Immortalized lymphocyte B","GEO","Microarray","Homo sapiens","0"
"DSA05185","Obesity","Induced pluripotent stem cells","GEO","RNA-Seq","Homo sapiens","285"
"DSA05186","Obesity","Induced pluripotent stem cells","GEO","RNA-Seq","Homo sapiens","224"
"DSA05207","Pulmonary Alveolar Microlithiasis","Lung","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA05286","Obesity","Liver","GEO","RNA-Seq","Mus musculus","1000"
"DSA05287","Obesity","Liver","GEO","RNA-Seq","Mus musculus","1000"
"DSA05295","Type 2 Diabetes","Vastus lateralis","GEO","RNA-Seq","Homo sapiens","1"
"DSA05296","Type 2 Diabetes","Vastus lateralis","GEO","RNA-Seq","Homo sapiens","1"
"DSA05297","Type 2 Diabetes","Vastus lateralis","GEO","RNA-Seq","Homo sapiens","725"
"DSA05299","POR-deficient","Induced pluripoten stem (iPS)-derived brain microvascular endothelial-like cells (iBMECs)","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05326","Gestational Diabetes Mellitus","Placenta","GEO","RNA-Seq","Homo sapiens","1"
"DSA05327","Gestational Diabetes Mellitus","Umbilical cord blood","GEO","RNA-Seq","Homo sapiens","0"
"DSA05333","Type 1 Diabetes","Null","ArrayExpress","Microarray","Homo sapiens","1000"
"DSA05364","Adrenoleukodystrophy","Kidney","GEO","Microarray","Homo sapiens","0"
"DSA05391","Hutchinson-Gilford Progeria Syndrome","Fibroblasts","ArrayExpress","Microarray","Homo sapiens","0"
"DSA05408","Obesity","Placenta","GEO","RNA-Seq","Homo sapiens","0"
"DSA05440","Type 2 Diabetes","Pancreas","GEO","Microarray","Homo sapiens","54"
"DSA05474","Globoid Cell Leukodystrophy","Skin","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05475","Globoid Cell Leukodystrophy","Skin","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05535","Frontotemporal Dementia","Blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA05544","Frontotemporal Dementia","White matter","GEO","RNA-Seq","Homo sapiens","545"
"DSA05556","Obesity","Anterior cortex","GEO","Microarray","Mus musculus","0"
"DSA05557","Obesity","Anterior cortex","GEO","Microarray","Mus musculus","0"
"DSA05558","Obesity","Anterior cortex","GEO","Microarray","Mus musculus","5"
"DSA05559","Obesity","Anterior cortex","GEO","Microarray","Mus musculus","0"
"DSA05560","Obesity","Cerebellum","GEO","Microarray","Mus musculus","0"
"DSA05561","Obesity","Cerebellum","GEO","Microarray","Mus musculus","0"
"DSA05562","Obesity","Cerebellum","GEO","Microarray","Mus musculus","0"
"DSA05563","Obesity","Cerebellum","GEO","Microarray","Mus musculus","0"
"DSA05571","X-Linked Adrenoleukodystrophy","Blood","GEO","RNA-Seq","Homo sapiens","0"
"DSA05587","Type C Niemann-Pick Disease","Blood","GEO","Microarray","Homo sapiens","103"
"DSA05596","Gaucher Disease","Skin Fibroblasts","GEO","Microarray","Homo sapiens","381"
"DSA05597","Gaucher Disease","Skin Fibroblasts","GEO","Microarray","Homo sapiens","532"
"DSA05626","Obesity","T-cell","GEO","Microarray","Mus musculus","0"
"DSA05627","Juvenile Neuronal Ceroid Lipofuscinosis","Lymphocytes","GEO","Microarray","Homo sapiens","0"
"DSA05628","Juvenile Neuronal Ceroid Lipofuscinosis","Lymphocytes","GEO","Microarray","Homo sapiens","1"
"DSA05629","Juvenile Neuronal Ceroid Lipofuscinosis","Lymphocytes","GEO","Microarray","Homo sapiens","1"
"DSA05645","Sanfilippo Syndrome Type B","Neural stem cell","GEO","Microarray","Homo sapiens","87"
"DSA05646","Gaucher Disease Type 1","Liver","GEO","Microarray","Mus musculus","751"
"DSA05647","Gaucher Disease Type 1","Liver","GEO","Microarray","Mus musculus","1000"
"DSA05648","Gaucher Disease Type 1","Spleen","GEO","Microarray","Mus musculus","701"
"DSA05649","Gaucher Disease Type 1","Spleen","GEO","Microarray","Mus musculus","1000"
"DSA05650","Gaucher Disease Type 1","Spleen","GEO","Microarray","Mus musculus","1000"
"DSA05662","Metachromatic Leukodystrophy","Lung","GEO","Microarray","Homo sapiens","11"
"DSA05669","Metabolic Syndrome","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA05671","Type 2 Diabetes","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA05706","Type 1 Diabetes","Sera","GEO","Microarray","Homo sapiens","0"
"DSA05707","Type 1 Diabetes","Sera","GEO","Microarray","Homo sapiens","0"
"DSA05708","Type 1 Diabetes","Sera","GEO","Microarray","Homo sapiens","0"
"DSA05709","Type 1 Diabetes","Sera","GEO","Microarray","Homo sapiens","0"
"DSA05710","Type 1 Diabetes","Sera","GEO","Microarray","Homo sapiens","2"
"DSA05711","Type 1 Diabetes","Sera","GEO","Microarray","Homo sapiens","3"
"DSA05712","Type 1 Diabetes","Sera","GEO","Microarray","Homo sapiens","0"
"DSA05763","Amyotrophic Lateral Sclerosis","Skeletal muscle","GEO","Microarray","Homo sapiens","20"
"DSA05846","Amyotrophic Lateral Sclerosis","Lymphocytes","GEO","Microarray","Homo sapiens","11"
"DSA05854","Melas Syndrome","Blood","GEO","Microarray","Homo sapiens","1"
"DSA05861","Hutchinson-Gilford Progeria Syndrome","Fibroblast","GEO","Microarray","Homo sapiens","10"
"DSA05870","Type 1 Diabetes","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","8"
"DSA05871","Type 1 Diabetes","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","29"
"DSA06095","Type 1 Diabetes","Peripheral blood","GEO","Microarray","Homo sapiens","45"
"DSA06113","Hypoglycemia","Muscle","GEO","Microarray","Mus musculus","2"
"DSA06114","Familial Amyloid Polyneuropathy","Null","GEO","Microarray","Homo sapiens","10"
"DSA06115","Familial Amyloid Polyneuropathy","Null","GEO","Microarray","Homo sapiens","0"
"DSA06116","Familial Amyloid Polyneuropathy","Null","GEO","Microarray","Homo sapiens","72"
"DSA06117","Familial Amyloid Polyneuropathy","Null","GEO","Microarray","Homo sapiens","0"
"DSA06144","Amyotrophic Lateral Sclerosis","Motor neurons","GEO","Microarray","Homo sapiens","5"
"DSA06145","Amyotrophic Lateral Sclerosis","Null","GEO","Microarray","Homo sapiens","744"
"DSA06146","Amyotrophic Lateral Sclerosis","Null","GEO","Microarray","Homo sapiens","1000"
"DSA06168","Peroxisome Biogenesis Disorders","Hepatocyte-like cells","GEO","Microarray","Homo sapiens","0"
"DSA06175","Hutchinson-Gilford Progeria Syndrome","Skin","GEO","Microarray","Homo sapiens","1000"
"DSA06176","Hutchinson-Gilford Progeria Syndrome","Skin","GEO","Microarray","Homo sapiens","1000"
"DSA06184","Coeliac Disease","CD4+ T cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA06185","Coeliac Disease","CD4+ T cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA06186","Coeliac Disease","CD4+ T cells","GEO","RNA-Seq","Homo sapiens","357"
"DSA06218","Type 1 Diabetes","Fibroblasts","GEO","Microarray","Homo sapiens","271"
"DSA06219","Type 1 Diabetes","Fibroblasts","GEO","Microarray","Homo sapiens","226"
"DSA06224","Xeroderma Pigmentosum","Skin","GEO","Microarray","Homo sapiens","292"
"DSA06225","Xeroderma Pigmentosum Variant","Skin","GEO","Microarray","Homo sapiens","144"
"DSA06233","Glucose Intolerance","Skeletal muscle","GEO","Microarray","Mus musculus","0"
"DSA06234","Glucose Intolerance","Skeletal muscle","GEO","Microarray","Mus musculus","2"
"DSA06247","Morbid Obesity","Adipose tissue","GEO","Microarray","Homo sapiens","0"
"DSA06292","Type 1 Diabetes","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","11"
"DSA06293","Type 1 Diabetes","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA06294","Type 1 Diabetes","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA06295","Type 1 Diabetes","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1"
"DSA06296","Type 1 Diabetes","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA06297","Type 1 Diabetes","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","2"
"DSA06298","Type 1 Diabetes","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA06313","Coeliac Disease","Duodenum","GEO","Microarray","Homo sapiens","1000"
"DSA06336","Amyloidosis","Bone marrow","GEO","Microarray","Homo sapiens","18"
"DSA06337","Obesity","Vastus lateralis","GEO","Microarray","Homo sapiens","0"
"DSA06338","Obesity","Vastus lateralis","GEO","Microarray","Homo sapiens","0"
"DSA06543","Hypercholesterolemia","Progenitor cells","GEO","Microarray","Homo sapiens","272"
"DSA06544","Hypercholesterolemia","HiPS cells reprogrammed from urine-derived cells","GEO","Microarray","Homo sapiens","1"
"DSA06551","Ataxia Telangiectasia","Induced pluripotent stem cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA06552","Ataxia Telangiectasia","Neural progenitor","GEO","RNA-Seq","Homo sapiens","1000"
"DSA06561","Sporadic Amyotrophic Lateral Sclerosis","Laser Capture microdissected MNs from post-mortem spinal cord","GEO","RNA-Seq","Homo sapiens","1000"
"DSA06580","Juvenile Neuronal Ceroid Lipofuscinosis","Null","GEO","Microarray","Homo sapiens","47"
"DSA06581","Juvenile Neuronal Ceroid Lipofuscinosis","Fibroblasts","GEO","Microarray","Homo sapiens","27"
"DSA06582","Amyotrophic Lateral Sclerosis, Familial","Motor neuron precursor cells","GEO","Microarray","Homo sapiens","12"
"DSA06650","Progeria","Null","GEO","Microarray","Mus musculus","1000"
"DSA06651","Progeria","Null","GEO","Microarray","Mus musculus","1000"
"DSA06673","Amyotrophic Lateral Sclerosis","Deltoid","GEO","Microarray","Homo sapiens","507"
"DSA06686","Hutchinson-Gilford Progeria Syndrome","Skin","GEO","Microarray","Homo sapiens","1000"
"DSA06687","Prader-Willi Syndrome","Brain","GEO","Microarray","Mus musculus","6"
"DSA06688","Prader-Willi Syndrome","Skeletal muscle","GEO","Microarray","Mus musculus","10"
"DSA06703","Chronic Hepatic Encephalopathy","Brain","GEO","Microarray","Homo sapiens","10"
"DSA06769","Type 2 Diabetes","Pancreatic islet","GEO","Microarray","Mus musculus","1000"
"DSA06772","Amyotrophic Lateral Sclerosis","Spinal cord","GEO","RNA-Seq","Mus musculus","886"
"DSA06773","Amyotrophic Lateral Sclerosis","Spinal cord","GEO","RNA-Seq","Mus musculus","1000"
"DSA06774","Amyotrophic Lateral Sclerosis","Spinal cord","GEO","RNA-Seq","Mus musculus","1000"
"DSA06775","Amyotrophic Lateral Sclerosis","Spinal cord","GEO","RNA-Seq","Mus musculus","21"
"DSA06776","Amyotrophic Lateral Sclerosis","Spinal cord","GEO","RNA-Seq","Mus musculus","59"
"DSA06779","Type 1 Diabetes","Peripheral blood","GEO","Microarray","Homo sapiens","700"
"DSA06785","Prader-Willi Syndrome","Cortex","GEO","RNA-Seq","Mus musculus","54"
"DSA06786","Prader-Willi Syndrome","Cortex","GEO","RNA-Seq","Mus musculus","2"
"DSA06791","Mitochondrial Myopathy","Skeletal muscle","GEO","Microarray","Homo sapiens","0"
"DSA06792","Mitochondrial Myopathy","Skeletal muscle","GEO","Microarray","Homo sapiens","0"
"DSA06797","Metabolic Syndrome","Vastus lateralis","GEO","Microarray","Homo sapiens","0"
"DSA06798","Metabolic Syndrome","Vastus lateralis muscle","GEO","Microarray","Homo sapiens","0"
"DSA06810","Zellweger Spectrum Disorder","Dermal fibroblasts","GEO","Microarray","Homo sapiens","0"
"DSA06811","Zellweger Spectrum Disorder","IPSC","GEO","Microarray","Homo sapiens","10"
"DSA06821","Type 1 Diabetes","Blood","GEO","Microarray","Homo sapiens","0"
"DSA06822","Type 1 Diabetes","Blood","GEO","Microarray","Homo sapiens","0"
"DSA06828","Gaucher Disease","Liver","GEO","Microarray","Mus musculus","19"
"DSA06829","Gaucher Disease","Lung","GEO","Microarray","Mus musculus","177"
"DSA06830","Gaucher Disease","Spleen","GEO","Microarray","Mus musculus","14"
"DSA06833","Gaucher Disease","Liver","GEO","RNA-Seq","Mus musculus","1000"
"DSA06834","Gaucher Disease","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA06835","Gaucher Disease","Spleen","GEO","RNA-Seq","Mus musculus","1000"
"DSA06982","Osteoma Cutis","Skin","GEO","Microarray","Homo sapiens","0"
"DSA06983","Osteoma Cutis","Skin","GEO","Microarray","Homo sapiens","0"
"DSA06992","Obesity","Liver","GEO","Microarray","Homo sapiens","0"
"DSA07022","Lipodystrophy","Fibroblasts","GEO","Microarray","Homo sapiens","16"
"DSA07041","Obesity","Skeletal muscle","GEO","Microarray","Homo sapiens","0"
"DSA07042","Obesity","Skeletal muscle","GEO","Microarray","Homo sapiens","0"
"DSA07062","Amyotrophic Lateral Sclerosis, Familial","Fibroblasts","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07063","Amyotrophic Lateral Sclerosis, Familial","Fibroblasts","GEO","RNA-Seq","Homo sapiens","896"
"DSA07064","Sporadic Amyotrophic Lateral Sclerosis","Fibroblasts","GEO","RNA-Seq","Homo sapiens","68"
"DSA07065","Sporadic Amyotrophic Lateral Sclerosis","Fibroblasts","GEO","RNA-Seq","Homo sapiens","384"
"DSA07079","Amyotrophic Lateral Sclerosis","IPSC derived motor neuron culture","GEO","RNA-Seq","Homo sapiens","0"
"DSA07098","Amyotrophic Lateral Sclerosis","Spinal cord","GEO","RNA-Seq","Homo sapiens","149"
"DSA07099","Amyotrophic Lateral Sclerosis","Spinal cord","GEO","RNA-Seq","Homo sapiens","80"
"DSA07101","Amyotrophic Lateral Sclerosis","Brain striatum","GEO","Microarray","Mus musculus","2"
"DSA07119","Hepatic Encephalopathy","Frontal cortex","GEO","Microarray","Homo sapiens","0"
"DSA07120","Hepatic Encephalopathy","Motor cortex","GEO","Microarray","Homo sapiens","0"
"DSA07136","Obesity","IPSC","GEO","Microarray","Mus musculus","0"
"DSA07142","Mucopolysaccharidosis Type Iiib","HeLa cell","GEO","Microarray","Homo sapiens","0"
"DSA07144","Obesity","Utero placental tissue","GEO","Microarray","Mus musculus","0"
"DSA07145","Obesity","Utero placental tissue","GEO","Microarray","Mus musculus","0"
"DSA07218","Gaucher Disease","Cortex","GEO","Microarray","Mus musculus","4"
"DSA07219","Gaucher Disease","Cortex","GEO","Microarray","Mus musculus","59"
"DSA07220","Gaucher Disease","Cortex","GEO","Microarray","Mus musculus","96"
"DSA07221","Gaucher Disease","Cortex","GEO","Microarray","Mus musculus","0"
"DSA07283","Ataxia-Telangiectasia","Skin","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07326","Type 2 Diabetes","Vastus lateralis","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07327","Obesity","Vastus lateralis","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07343","Alexander Disease","Astrocytes","GEO","Microarray","Homo sapiens","249"
"DSA07369","Nijmegen Breakage Syndrome","Neural progenitor cells (NPCs)","GEO","Microarray","Homo sapiens","0"
"DSA07382","Hermansky-Pudlak Syndrome","Mast cell","GEO","Microarray","Homo sapiens","3"
"DSA07437","Adrenomyeloneuropathy","Induced pluripotent stem cells(iPSC)","GEO","Microarray","Homo sapiens","32"
"DSA07438","Cerebral Adrenoleukodystrophy","Induced pluripotent stem cells(iPSC)","GEO","Microarray","Homo sapiens","106"
"DSA07468","Gestational Diabetes","Infant umbilical cord","GEO","Microarray","Homo sapiens","0"
"DSA07474","Obesity","Leukocytes","GEO","Microarray","Homo sapiens","1"
"DSA07602","Frontotemporal Dementia","IPSC-derived neurons","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07609","Coeliac Disease","Whole blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07624","Type 2 Diabetes","Endothelial cell","GEO","RNA-Seq","Homo sapiens","821"
"DSA07640","Obesity","Colon","GEO","scRNA-Seq","Mus musculus","1000"
"DSA07644","Diabetic Peripheral Angiopathy","Gastrocnemius muscle","GEO","RNA-Seq","Homo sapiens","19"
"DSA07646","Obesity","Bone marrow","GEO","RNA-Seq","Mus musculus","468"
"DSA07701","Obesity","Hypothalamus","GEO","RNA-Seq","Mus musculus","38"
"DSA07706","Obesity","Hypothalamus","GEO","RNA-Seq","Mus musculus","22"
"DSA07776","Disuse Osteoporosis","Bone marrow","GEO","RNA-Seq","Mus musculus","1000"
"DSA07777","Disuse Osteoporosis","Bone marrow","GEO","RNA-Seq","Mus musculus","1000"
"DSA07778","Disuse Osteoporosis","Bone marrow","GEO","RNA-Seq","Mus musculus","1000"
"DSA07779","Disuse Osteoporosis","Bone marrow","GEO","RNA-Seq","Mus musculus","1000"
"DSA07782","Malnutrition","Liver","GEO","RNA-Seq","Mus musculus","1000"
"DSA07783","Malnutrition","Liver","GEO","RNA-Seq","Mus musculus","1000"
"DSA07800","Obesity","Brown adipose tissue","GEO","RNA-Seq","Mus musculus","245"
"DSA07801","Obesity","Brown adipose tissue","GEO","RNA-Seq","Mus musculus","82"
"DSA07802","Obesity","Brown adipose tissue","GEO","RNA-Seq","Mus musculus","1000"
"DSA07803","Obesity","Brown adipose tissue","GEO","RNA-Seq","Mus musculus","566"
